distortion,level_index,level,sample_count,distorted_mean_snr_db,restored_mean_snr_db,snr_gain_db,orb_distorted,orb_restored,canny_distorted,canny_restored,seg_distorted,seg_restored,det_distorted,det_restored
GaussNoise,0,5.0,20,25.469253333921806,21.423734164798894,-4.045519169122912,0.9143125000000001,0.3845,0.9762577695053298,0.5932245110770811,0.5486018424061692,0.48240210983666487,0.20554862021492196,0.21099458502379617
GaussNoise,1,10.0,20,19.52056101258981,21.3807590784784,1.8601980658885893,0.8549374999999999,0.384375,0.9541418816610877,0.5917561217174224,0.5436406674577261,0.47838161134152596,0.18196159984129645,0.19926824224912773
GaussNoise,2,20.0,20,13.653544784279617,21.13552447981343,7.481979695533813,0.7394375,0.3819375,0.9113834011005473,0.6000185704606779,0.5307947889496935,0.44054207761076425,0.15488232658887244,0.19555951564868942
GaussNoise,3,35.0,20,9.139010458070091,20.153624310758246,11.014613852688155,0.58525,0.35918750000000005,0.854088396815856,0.6103076680981817,0.44549379360006497,0.44724416072402323,0.07226621443700125,0.17745545506364965
GaussNoise,4,50.0,20,6.436774114998078,17.468729098204474,11.031954983206395,0.4545,0.314875,0.8010805245455048,0.6447374223447807,0.40447371136375865,0.4266520158396392,0.03795620146371473,0.10948447686321956
SevereJPEG,0,80.0,20,31.23343469078685,27.835102423402002,-3.3983322673848484,0.9045624999999999,0.80175,0.9796109685384151,0.8463770036937754,0.5541669746655319,0.5469510395379834,0.22731848332150195,0.22184856747383805
SevereJPEG,1,60.0,20,29.515600178275246,27.314950154689036,-2.20065002358621,0.8744374999999998,0.7901250000000001,0.9718130694925151,0.8436444343700022,0.550809612982214,0.5410270897546992,0.21568941888332663,0.2143092850357162
SevereJPEG,2,40.0,20,28.290152545316687,26.873550966829697,-1.4166015784869899,0.8530625000000001,0.7815000000000001,0.9611231443671582,0.8386697822782008,0.5422552862163786,0.5560650466426383,0.22525340263535043,0.2196423232010322
SevereJPEG,3,20.0,20,25.71565237709266,25.422639815543913,-0.2930125615487462,0.7900625,0.7426250000000001,0.9408889773856017,0.8375664281794813,0.5082199565714977,0.5016812341041027,0.19090087740062153,0.1942312958545114
SevereJPEG,4,5.0,20,18.628352052511595,19.304107265796823,0.6757552132852283,0.47893749999999996,0.4804375,0.8609020263142663,0.8106666158458014,0.30517068911460005,0.3199638864700462,0.11839897742306114,0.13281162991273368
LowLight,0,0.8,20,13.83041141794565,4.868737022981491,-8.96167439496416,0.9623750000000001,0.16868750000000002,0.7478163625949846,0.40335444854426744,0.5608315660171186,0.5593868719014041,0.21915698577971465,0.2302631292813937
LowLight,1,0.6,20,7.8847229069011675,6.166358115529993,-1.7183647913711741,0.9544375,0.1819375,0.29404985187603666,0.427528076949552,0.5585608349079079,0.5596236556067452,0.2141212779101663,0.2292088751260847
LowLight,2,0.4,20,4.387347782231181,8.14952071251425,3.762172930283068,0.9118124999999999,0.199875,0.0063840143813848034,0.4679869129077855,0.5503558787180965,0.5649632170766287,0.2016037230426108,0.23165383686303828
LowLight,3,0.25,20,2.4569651941032653,10.496979988403396,8.04001479430013,0.587125,0.23749999999999996,0.0,0.5202871804246321,0.5377320170753334,0.5700724072183312,0.18380615833798344,0.22552335410691474
LowLight,4,0.1,20,0.8752843433906309,9.929541843087307,9.054257499696677,0.0,0.3545000000000001,0.0,0.3238736052479733,0.46823010324223313,0.5131447099953711,0.09590047097103709,0.20440334987535422
MotionBlur,0,3.0,20,32.96691254330439,32.62112332173698,-0.3457892215674079,0.8469999999999999,0.8629375000000001,0.916668124787881,0.9293481950627767,0.5574758162978847,0.5578999780258928,0.22100300309638032,0.22128245715552763
MotionBlur,1,5.0,20,26.99948600770771,27.274287624350496,0.2748016166427867,0.6514375,0.6745,0.7362135175754599,0.8207401673074577,0.5559173663013597,0.5563528875081813,0.22641126621448646,0.22637969529225818
MotionBlur,2,9.0,20,23.53923098544768,23.63983093193061,0.10059994648293014,0.3966875000000001,0.4251875,0.515095707006384,0.6805625812568116,0.5428790567788482,0.5497136257132016,0.201469614748537,0.21033753302396926
MotionBlur,3,15.0,20,20.303772904761626,20.059764024853994,-0.2440088799076321,0.143875,0.1503125,0.2681527322185496,0.5374224329310455,0.5082142348425421,0.5478003380849379,0.1666254866784011,0.1839204264737289
MotionBlur,4,25.0,20,17.819701408915847,17.024688153810683,-0.7950132551051645,0.027250000000000003,0.025125,0.1267267409286788,0.4539335527646319,0.4741327639828738,0.47546011294521073,0.11573794539916794,0.10364067600283162
